"commitid","fileid","istestfile","authorid","authorteamid","added","removed","currCloc","currComplex","currDupLines","currDupBlocks","prevCloc","prevComplex","prevDupLines","prevDupBlocks","delta"
767,1145,0,55,6,36,0,19,0,0,0,0,0,0,0,0
767,1157,0,55,6,29,0,14,1,0,0,0,0,0,0,0
767,1158,0,55,6,26,0,12,1,0,0,0,0,0,0,0
767,1166,0,55,6,129,0,105,10,23,1,0,0,0,0,1
767,1173,0,55,6,172,0,120,10,0,0,0,0,0,0,0
767,1174,0,55,6,151,0,104,9,30,1,0,0,0,0,1
767,1177,0,55,6,121,0,77,6,30,1,0,0,0,0,1
767,1180,0,55,6,55,0,37,0,0,0,0,0,0,0,0
767,1186,0,55,6,32,0,13,1,0,0,0,0,0,0,0
767,1187,0,55,6,29,0,11,1,0,0,0,0,0,0,0
767,1196,1,55,6,188,0,161,11,0,0,0,0,0,0,0
767,1200,1,55,6,2,0,205,10,32,2,203,10,32,2,0
767,1202,1,55,6,145,0,117,6,0,0,0,0,0,0,0
767,1220,1,55,6,121,0,108,7,0,0,0,0,0,0,0
768,1547,0,28,4,2,1,193,27,167,4,192,26,167,4,0
768,1569,0,28,4,1,0,1843,246,153,8,1842,246,153,8,0
769,1260,0,46,4,1,5,643,91,354,32,647,91,354,32,0
769,1264,0,46,4,1,5,500,70,174,9,504,70,174,9,0
770,195,0,57,6,15,20,262,34,33,1,272,34,35,2,-1
770,214,0,57,6,11,30,229,29,33,1,243,29,35,2,-1
770,417,1,57,6,3,3,87,6,0,0,87,6,0,0,0
770,1740,0,57,6,10,29,2496,383,86,3,2515,383,86,3,0
770,1844,1,57,6,0,22,747,26,34,2,768,28,34,2,0
771,971,0,51,7,3,0,164,17,0,0,163,17,0,0,0
771,972,0,51,7,17,6,455,75,0,0,445,74,0,0,0
771,983,0,51,7,11,0,227,21,0,0,218,20,0,0,0
771,1983,0,51,7,19,1,66,6,0,0,51,3,0,0,0
771,1989,0,51,7,3,2,242,30,83,5,241,30,83,5,0
772,670,0,10,1,1,16,153,20,0,0,166,21,0,0,0
772,711,0,10,1,0,32,0,0,0,0,16,2,0,0,0
773,458,0,45,2,2,0,378,47,0,0,376,47,0,0,0
773,686,0,45,2,9,9,196,20,0,0,196,20,0,0,0
773,693,0,45,2,1,1,945,70,0,0,945,70,0,0,0
773,781,1,45,2,1,1,62,6,0,0,62,6,0,0,0
773,782,1,45,2,1,1,29,2,0,0,29,2,0,0,0
773,1377,0,45,2,1,2,501,101,39,2,502,101,39,2,0
774,892,0,59,2,4,2,1050,109,0,0,1048,109,0,0,0
774,910,0,59,2,18,25,8924,1133,590,32,8931,1133,590,32,0
774,963,0,59,2,149,148,703,129,32,1,702,124,32,1,0
775,1199,1,47,6,0,2,137,10,21,2,139,10,21,2,0
775,1200,1,47,6,249,0,203,10,32,2,0,0,0,0,2
775,1204,1,47,6,1,6,145,12,0,0,149,12,0,0,0
775,1214,1,47,6,173,0,109,11,0,0,0,0,0,0,0
776,1812,0,13,2,31,89,494,67,183,6,524,73,196,6,0
776,1883,1,13,2,84,32,271,14,52,3,221,12,41,2,1
777,1569,0,24,3,241,150,1874,235,194,10,1785,235,192,10,0
777,1808,0,24,3,20,19,3613,439,1642,36,3612,439,1642,36,0
777,1809,0,24,3,1,2,446,53,260,9,446,53,260,9,0
777,1810,0,24,3,8,7,1107,116,857,23,1106,116,857,23,0
777,1816,0,24,3,340,167,1123,125,390,14,949,125,298,14,0
777,1880,1,24,3,4,2,837,54,83,6,835,54,83,6,0
777,1881,1,24,3,30,14,207,11,24,1,191,11,24,1,0
777,1932,0,24,3,19,13,627,65,58,1,622,65,35,1,0
778,219,0,24,10,18,1,291,36,120,5,274,36,120,5,0
778,244,0,24,10,19,8,111,14,36,7,100,14,34,7,0
778,1143,0,24,10,0,2,164,21,62,6,166,21,62,6,0
778,1264,0,24,10,1,0,486,67,250,13,485,67,250,13,0
779,1569,0,16,7,3,5,2056,295,121,6,2057,295,121,6,0
780,1569,0,16,4,130,61,1843,246,153,8,1786,234,153,8,0
781,521,0,59,2,11,11,610,89,48,1,611,89,48,1,0
781,1261,0,59,2,5,6,692,92,197,20,692,92,197,20,0
781,1318,0,59,2,0,1,12,1,0,0,13,1,0,0,0
781,1331,0,59,2,6,8,118,14,49,2,119,14,49,2,0
781,1343,0,59,2,3,11,311,47,0,0,318,47,0,0,0
781,1445,1,59,2,1,4,288,12,0,0,291,12,0,0,0
782,1267,0,13,2,9,11,473,68,145,11,474,69,145,11,0
782,1270,0,13,2,9,9,431,53,189,17,430,53,189,17,0
782,1370,0,13,2,4,5,137,16,0,0,137,16,0,0,0
783,1233,0,56,4,34,14,146,18,22,1,129,15,22,1,0
783,1235,0,56,4,8,8,54,3,0,0,56,3,0,0,0
784,1260,0,46,4,4,5,696,97,354,32,697,97,354,32,0
784,1264,0,46,4,2,2,553,76,174,9,553,76,174,9,0
784,1272,0,46,4,2,2,680,92,370,18,680,92,370,18,0
784,1276,0,46,4,2,2,347,52,243,10,347,52,243,10,0
784,1366,0,46,4,0,19,564,78,0,0,580,79,0,0,0
784,1470,1,46,4,1,1,429,26,37,1,429,26,37,1,0
785,521,0,59,2,2,3,609,89,48,1,610,89,48,1,0
785,601,1,59,2,9,13,535,15,105,7,539,15,105,7,0
786,17,0,2,3,2,1,231,30,21,1,230,30,21,1,0
786,31,0,2,3,14,14,261,29,0,0,261,28,0,0,0
786,34,0,2,3,102,0,73,7,0,0,0,0,0,0,0
786,40,0,2,3,4,4,144,13,17,1,144,13,17,1,0
786,110,0,2,3,1,1,89,13,0,0,89,12,0,0,0
786,121,0,2,3,1,0,193,22,41,1,192,22,41,1,0
786,122,0,2,3,2,1,235,18,28,2,234,18,28,2,0
786,133,0,2,3,9,2,57,3,0,0,57,3,0,0,0
786,138,0,2,3,1,1,100,6,0,0,100,6,0,0,0
786,140,0,2,3,1,1,88,5,0,0,88,5,0,0,0
786,145,0,2,3,18,15,431,45,61,3,430,45,61,3,0
786,146,0,2,3,97,20,617,85,268,16,432,64,37,4,12
786,221,0,2,3,21,2,242,31,51,4,225,29,72,5,-1
786,310,1,2,3,11,5,282,14,34,3,277,14,34,3,0
786,479,0,2,3,1,1,494,85,42,2,494,85,42,2,0
786,643,0,2,3,1,2,1950,313,117,8,1950,313,120,6,2
786,723,0,2,3,17,7,1067,156,130,6,1058,155,138,6,0
786,910,0,2,3,11,6,8515,1117,433,19,8510,1115,433,19,0
786,1541,0,2,3,1,0,882,150,81,2,881,150,81,2,0
786,1604,0,2,3,1,1,258,22,36,2,258,22,36,2,0
786,1730,0,2,3,2,3,54,0,0,0,54,0,0,0,0
786,1732,0,2,3,2,1,13,0,0,0,12,0,0,0,0
786,1740,0,2,3,17,29,2496,374,86,3,2507,373,86,3,0
786,1742,0,2,3,30,5,94,14,0,0,77,10,0,0,0
786,1776,0,2,3,9,3,88,17,0,0,84,16,0,0,0
786,1795,0,2,3,204,2,1181,146,291,16,1030,129,178,8,8
786,1808,0,2,3,131,17,3591,429,1720,37,3497,419,1564,33,4
786,1844,1,2,3,3,3,761,28,34,2,761,28,34,2,0
786,1880,1,2,3,4,4,766,54,79,6,766,54,79,6,0
787,1802,0,66,3,1,1,152,16,50,3,152,16,50,3,0
788,1638,0,59,2,0,284,0,0,0,0,219,44,0,0,0
788,1639,0,59,2,5,6,13,1,0,0,13,1,0,0,0
788,1640,0,59,2,3,4,12,1,0,0,12,1,0,0,0
788,1641,0,59,2,3,4,13,1,0,0,13,1,0,0,0
788,1642,0,59,2,2,3,12,1,0,0,12,1,0,0,0
788,1643,0,59,2,1,2,11,1,0,0,11,1,0,0,0
788,1644,0,59,2,1,2,11,1,0,0,11,1,0,0,0
788,1645,0,59,2,1,2,19,2,0,0,19,2,0,0,0
788,1646,0,59,2,5,15,222,26,70,5,224,26,72,5,0
788,1647,0,59,2,1,2,16,0,0,0,16,0,0,0,0
788,1648,0,59,2,7,12,168,25,55,3,170,25,55,3,0
788,1649,0,59,2,5,9,113,16,61,4,115,16,61,4,0
788,1650,0,59,2,40,43,220,22,61,4,217,22,61,4,0
788,1651,0,59,2,5,10,158,17,55,6,160,17,56,6,0
788,1652,0,59,2,6,12,162,19,36,5,164,19,37,5,0
789,2080,0,39,6,7,3,613,89,359,10,609,88,365,10,0
789,2094,1,39,6,21,27,286,18,0,0,291,19,0,0,0
790,25,0,24,10,5,22,63,10,0,0,79,14,0,0,0
790,64,0,24,10,0,122,0,0,0,0,106,11,32,4,-4
790,109,0,24,10,0,107,0,0,0,0,94,9,27,3,-3
790,131,0,24,10,0,223,0,0,0,0,191,21,75,2,-2
790,135,0,24,10,6,38,284,36,153,11,313,38,154,10,1
790,182,0,24,10,0,15,61,0,0,0,74,0,0,0,0
790,203,0,24,10,5,8,33,0,0,0,35,0,0,0,0
790,221,0,24,10,10,34,222,31,97,8,244,33,70,7,1
790,308,1,24,10,38,31,84,6,0,0,77,6,0,0,0
790,316,1,24,10,0,38,0,0,0,0,35,1,0,0,0
790,348,1,24,10,0,38,0,0,0,0,35,1,0,0,0
790,370,1,24,10,0,40,0,0,0,0,37,1,0,0,0
790,373,1,24,10,0,39,0,0,0,0,36,1,0,0,0
790,431,1,24,10,14,46,56,3,0,0,96,4,0,0,0
790,1307,0,24,10,2,1,260,33,79,5,259,33,79,5,0
791,436,1,66,3,0,127,0,0,0,0,96,7,25,1,-1
791,437,1,66,3,0,75,0,0,0,0,51,5,25,1,-1
791,438,1,66,3,0,62,0,0,0,0,42,4,25,1,-1
791,1848,1,66,3,0,205,0,0,0,0,148,6,0,0,0
791,1859,1,66,3,0,89,0,0,0,0,56,2,0,0,0
791,1860,1,66,3,0,150,0,0,0,0,106,6,0,0,0
791,1863,1,66,3,0,57,0,0,0,0,36,4,0,0,0
791,1868,1,66,3,0,141,0,0,0,0,103,6,0,0,0
792,979,0,33,3,1,1,242,32,0,0,242,32,0,0,0
793,42,0,45,2,114,109,351,47,0,0,345,38,0,0,0
793,63,0,45,2,40,2,110,14,0,0,77,9,0,0,0
793,84,0,45,2,55,0,13,0,0,0,0,0,0,0,0
793,85,0,45,2,57,0,36,2,0,0,0,0,0,0,0
793,96,0,45,2,25,3,33,2,30,1,14,0,0,0,1
793,119,0,45,2,167,0,120,13,78,6,0,0,0,0,6
793,120,0,45,2,92,0,72,4,22,1,0,0,0,0,1
793,129,0,45,2,88,0,69,4,22,1,0,0,0,0,1
793,173,0,45,2,91,0,72,4,22,1,0,0,0,0,1
793,177,0,45,2,80,0,34,0,0,0,0,0,0,0,0
793,199,0,45,2,48,0,14,0,0,0,0,0,0,0,0
793,223,0,45,2,28,28,203,27,125,7,204,28,125,7,0
793,288,1,45,2,233,83,480,25,49,3,339,14,49,3,0
793,315,1,45,2,60,8,227,12,0,0,179,9,0,0,0
793,427,1,45,2,6,7,131,8,0,0,131,8,0,0,0
793,615,0,45,2,33,0,165,0,0,0,156,0,0,0,0
793,643,0,45,2,100,49,2104,337,157,10,2057,328,157,10,0
793,823,0,45,2,21,19,427,0,0,0,428,0,0,0,0
793,892,0,45,2,6,8,1072,103,0,0,1070,103,0,0,0
793,910,0,45,2,17,14,9056,1184,538,23,9024,1178,517,22,1
793,1283,0,45,2,23,3,34,2,31,1,17,0,0,0,1
793,1376,0,45,2,2,2,400,100,21,1,408,103,21,1,0
794,615,0,59,2,8,10,155,0,0,0,156,0,0,0,0
794,670,0,59,2,2,3,152,20,0,0,153,20,0,0,0
794,674,0,59,2,0,2,29,4,0,0,30,4,0,0,0
794,707,0,59,2,0,1,24,3,0,0,25,3,0,0,0
794,892,0,59,2,12,13,1066,103,0,0,1067,103,0,0,0
794,1290,0,59,2,4,5,37,4,0,0,38,4,0,0,0
794,1377,0,59,2,31,26,514,101,39,2,507,101,39,2,0
794,1808,0,59,2,59,63,3429,424,1511,38,3431,424,1511,38,0
794,1889,0,59,2,0,1,158,25,44,3,159,25,44,3,0
795,449,0,12,4,4,0,239,44,0,0,235,44,0,0,0
795,1383,0,12,4,10,2,284,37,0,0,276,37,0,0,0
795,1384,0,12,4,6,1,287,39,32,2,282,39,32,2,0
796,102,0,59,2,0,4,62,4,0,0,66,4,0,0,0
796,104,0,59,2,0,4,60,4,0,0,64,4,0,0,0
796,157,0,59,2,1,1,93,12,44,10,93,12,44,10,0
796,158,0,59,2,2,3,269,37,0,0,270,37,0,0,0
796,343,1,59,2,14,16,74,5,0,0,77,5,0,0,0
796,344,1,59,2,3,7,73,5,0,0,76,5,0,0,0
797,1826,1,7,4,21,2,32,1,0,0,13,1,0,0,0
797,1828,1,7,4,24,2,35,1,0,0,13,1,0,0,0
797,1830,1,7,4,24,2,35,1,0,0,13,1,0,0,0
797,1832,1,7,4,20,2,31,1,0,0,13,1,0,0,0
797,1833,1,7,4,16,2,27,1,0,0,13,1,0,0,0
797,1834,1,7,4,12,2,23,1,0,0,13,1,0,0,0
797,1835,1,7,4,26,38,44,5,0,0,43,5,0,0,0
797,1836,1,7,4,15,2,26,1,0,0,13,1,0,0,0
797,1837,1,7,4,22,2,33,1,0,0,13,1,0,0,0
797,1838,1,7,4,23,2,34,1,0,0,13,1,0,0,0
797,1840,1,7,4,2,2,13,1,0,0,13,1,0,0,0
797,1841,1,7,4,35,2,46,1,0,0,13,1,0,0,0
797,1858,1,7,4,10,2,22,1,0,0,14,1,0,0,0
797,1870,1,7,4,23,2,34,1,0,0,13,1,0,0,0
797,1876,1,7,4,10,2,22,1,0,0,14,1,0,0,0
797,1877,1,7,4,16,2,27,1,0,0,13,1,0,0,0
797,1878,1,7,4,2,0,14,1,0,0,12,1,0,0,0
797,1879,1,7,4,14,1,25,1,0,0,11,1,0,0,0
797,1886,1,7,4,32,2,43,1,0,0,13,1,0,0,0
798,1537,0,59,2,1,2,206,26,0,0,207,26,0,0,0
799,1372,0,13,2,3,4,160,15,0,0,160,15,0,0,0
799,1376,0,13,2,7,8,419,108,0,0,419,108,0,0,0
799,1619,0,13,2,5,1,186,5,0,0,182,5,0,0,0
799,1682,1,13,2,4,4,117,7,0,0,117,7,0,0,0
800,882,0,59,2,4,4,1773,304,38,4,1773,304,38,4,0
800,896,0,59,2,3,3,189,26,0,0,189,26,0,0,0
800,941,1,59,2,4,4,849,80,42,4,849,80,42,4,0
800,949,1,59,2,1,1,184,5,0,0,184,5,0,0,0
800,976,0,59,2,1,1,224,23,0,0,224,23,0,0,0
801,1226,0,7,4,5,1,576,99,0,0,572,99,0,0,0
802,1590,1,34,2,1,1,433,20,74,5,433,20,74,5,0
803,3,0,7,4,0,7,91,7,0,0,91,7,0,0,0
803,6,0,7,4,138,126,571,78,96,2,529,81,78,2,0
803,8,0,7,4,19,33,85,7,0,0,93,10,0,0,0
803,10,0,7,4,3,21,55,6,0,0,71,9,0,0,0
803,11,0,7,4,10,13,176,33,0,0,177,33,0,0,0
803,12,0,7,4,11,27,69,9,0,0,83,12,0,0,0
803,14,0,7,4,6,15,167,17,0,0,176,17,0,0,0
803,15,0,7,4,9,10,134,13,0,0,135,13,0,0,0
803,16,0,7,4,10,35,74,9,0,0,91,12,0,0,0
803,17,0,7,4,5,10,216,27,0,0,220,27,21,1,-1
803,18,0,7,4,7,35,91,9,50,1,110,12,52,1,0
803,19,0,7,4,3,26,97,14,0,0,113,17,0,0,0
803,20,0,7,4,9,18,104,13,0,0,113,14,0,0,0
803,21,0,7,4,8,26,86,15,0,0,102,18,0,0,0
803,23,0,7,4,8,27,130,24,0,0,146,27,0,0,0
803,24,0,7,4,1,1,111,15,0,0,111,15,0,0,0
803,25,0,7,4,6,5,83,16,0,0,83,16,0,0,0
803,27,0,7,4,7,7,66,5,0,0,67,5,0,0,0
803,28,0,7,4,13,35,108,16,15,1,127,19,15,1,0
803,29,0,7,4,13,31,91,14,0,0,107,17,0,0,0
803,30,0,7,4,15,15,150,17,22,1,150,17,22,1,0
803,31,0,7,4,1,1,226,24,0,0,226,24,0,0,0
803,32,0,7,4,7,7,182,15,0,0,182,15,22,1,-1
803,33,0,7,4,12,36,77,10,15,1,94,13,15,1,0
803,34,0,7,4,4,4,64,5,0,0,64,5,0,0,0
803,37,0,7,4,7,25,61,6,0,0,77,9,0,0,0
803,38,0,7,4,11,32,93,14,0,0,110,17,0,0,0
803,39,0,7,4,11,30,54,5,0,0,71,8,0,0,0
803,40,0,7,4,6,31,126,10,17,1,144,13,17,1,0
803,41,0,7,4,5,28,62,9,17,1,78,12,17,1,0
803,44,0,7,4,14,38,190,22,0,0,208,25,0,0,0
803,45,0,7,4,18,37,83,8,0,0,102,11,0,0,0
803,46,0,7,4,21,45,90,9,0,0,109,12,0,0,0
803,49,0,7,4,12,38,72,7,23,1,92,10,23,1,0
803,50,0,7,4,15,30,165,14,0,0,176,17,0,0,0
803,51,0,7,4,12,29,116,17,0,0,132,20,0,0,0
803,52,0,7,4,13,38,90,9,53,1,105,12,52,1,0
803,53,0,7,4,16,33,64,7,0,0,76,10,0,0,0
803,54,0,7,4,17,33,115,12,0,0,125,15,0,0,0
803,55,0,7,4,10,36,73,7,23,1,93,10,23,1,0
803,56,0,7,4,26,43,113,14,0,0,129,18,0,0,0
803,58,0,7,4,7,7,68,7,0,0,66,7,0,0,0
803,59,0,7,4,7,24,44,5,0,0,59,8,0,0,0
803,60,0,7,4,14,31,88,18,0,0,104,21,0,0,0
803,62,0,7,4,39,43,113,12,0,0,115,15,0,0,0
804,1343,0,25,2,7,0,426,55,62,1,420,55,62,1,0
805,1259,0,19,1,39,2,637,84,365,25,606,80,365,25,0
805,1261,0,19,1,7,7,684,91,226,27,684,91,226,27,0
805,1312,0,19,1,191,0,170,15,0,0,0,0,0,0,0
805,1322,0,19,1,43,0,27,0,0,0,0,0,0,0,0
805,1323,0,19,1,28,0,13,0,0,0,0,0,0,0,0
805,1328,0,19,1,0,36,0,0,0,0,21,0,0,0,0
805,1329,0,19,1,0,24,0,0,0,0,10,0,0,0,0
805,1330,0,19,1,180,0,124,15,47,4,0,0,0,0,4
805,1333,0,19,1,0,136,0,0,0,0,92,11,78,6,-6
805,1334,0,19,1,3,3,210,17,55,2,210,17,0,0,2
805,1336,0,19,1,303,0,247,23,55,2,0,0,0,0,2
805,1416,1,19,1,2,2,266,7,0,0,266,7,0,0,0
805,1434,1,19,1,64,0,45,4,0,0,0,0,0,0,0
805,1437,1,19,1,0,64,0,0,0,0,45,4,0,0,0
805,1438,1,19,1,1,1,52,3,0,0,52,3,0,0,0
805,1439,1,19,1,6,4,225,6,49,3,223,6,49,3,0
806,661,0,52,4,28,0,32,6,0,0,18,3,0,0,0
806,702,0,52,4,4,2,19,2,0,0,18,2,0,0,0
807,1563,0,42,10,0,4,98,20,0,0,102,21,0,0,0
807,1569,0,42,10,55,73,1785,235,192,10,1797,237,192,10,0
808,1261,0,34,2,3,3,693,92,209,21,693,92,209,21,0
808,1342,0,34,2,491,0,400,66,0,0,0,0,0,0,0
808,1343,0,34,2,0,491,0,0,0,0,400,66,0,0,0
808,1444,1,34,2,421,0,375,17,0,0,0,0,0,0,0
808,1445,1,34,2,0,421,0,0,0,0,375,17,0,0,0
809,69,0,35,5,6,6,77,19,0,0,77,19,0,0,0
809,72,0,35,5,3,3,78,16,0,0,78,16,0,0,0
809,78,0,35,5,7,7,120,22,0,0,120,22,0,0,0
809,113,0,35,5,4,4,80,14,0,0,80,14,0,0,0
809,205,0,35,5,5,5,103,19,0,0,103,19,0,0,0
809,207,0,35,5,4,4,104,19,0,0,104,19,0,0,0
809,323,1,35,5,4,5,12,1,0,0,15,1,0,0,0
809,325,1,35,5,4,5,12,1,0,0,15,1,0,0,0
809,351,1,35,5,4,10,30,4,0,0,38,4,0,0,0
809,479,0,35,5,5,5,592,103,42,2,592,103,42,2,0
809,643,0,35,5,2,2,2101,339,157,10,2101,339,157,10,0
809,667,0,35,5,6,6,125,21,0,0,125,21,0,0,0
809,668,0,35,5,11,11,196,20,0,0,196,20,0,0,0
809,669,0,35,5,3,3,121,18,0,0,121,18,0,0,0
809,670,0,35,5,3,3,137,18,0,0,137,18,0,0,0
809,673,0,35,5,5,5,192,27,0,0,192,27,0,0,0
809,675,0,35,5,8,8,166,25,0,0,166,25,0,0,0
809,679,0,35,5,4,4,122,17,0,0,122,17,0,0,0
809,681,0,35,5,9,9,182,32,0,0,182,32,0,0,0
809,688,0,35,5,7,7,158,21,0,0,158,21,0,0,0
809,693,0,35,5,3,3,970,71,0,0,970,71,0,0,0
809,698,0,35,5,3,3,127,13,0,0,127,13,0,0,0
809,700,0,35,5,3,3,91,16,0,0,91,16,0,0,0
809,703,0,35,5,3,3,120,18,0,0,120,18,0,0,0
809,705,0,35,5,6,6,195,25,0,0,195,25,0,0,0
809,708,0,35,5,3,3,51,12,23,1,51,12,23,1,0
809,710,0,35,5,3,3,200,25,40,2,200,25,40,2,0
809,714,0,35,5,3,3,249,27,0,0,249,27,0,0,0
809,716,0,35,5,3,3,151,21,0,0,151,21,0,0,0
809,721,0,35,5,2,2,1131,197,79,6,1131,197,79,6,0
809,758,1,35,5,2,21,13,1,0,0,33,1,0,0,0
809,759,1,35,5,2,24,13,1,0,0,36,1,0,0,0
809,761,1,35,5,2,25,13,1,0,0,37,1,0,0,0
809,769,1,35,5,5,9,31,4,0,0,37,4,0,0,0
809,775,1,35,5,5,11,36,5,0,0,44,5,0,0,0
809,776,1,35,5,5,9,31,4,0,0,37,4,0,0,0
809,777,1,35,5,6,11,33,4,0,0,40,4,0,0,0
809,778,1,35,5,5,14,31,4,0,0,42,4,0,0,0
809,789,1,35,5,4,10,30,4,0,0,38,4,0,0,0
809,790,1,35,5,5,9,31,4,0,0,37,4,0,0,0
809,792,1,35,5,5,12,31,4,0,0,40,4,0,0,0
809,796,1,35,5,2,5,23,3,0,0,27,3,0,0,0
809,797,1,35,5,5,14,36,5,0,0,47,5,0,0,0
809,800,1,35,5,5,11,36,5,0,0,44,5,0,0,0
809,807,0,35,5,4,4,89,17,0,0,89,17,0,0,0
809,809,0,35,5,3,3,72,15,43,1,72,15,43,1,0
809,827,0,35,5,3,3,93,16,0,0,93,16,0,0,0
809,841,1,35,5,4,8,12,1,0,0,18,1,0,0,0
809,843,1,35,5,4,7,12,1,0,0,17,1,0,0,0
809,852,1,35,5,4,6,12,1,0,0,16,1,0,0,0
809,910,0,35,5,3,3,9443,1244,584,25,9443,1244,584,25,0
809,917,0,35,5,4,4,126,23,0,0,126,23,0,0,0
809,918,0,35,5,3,3,71,15,43,1,71,15,43,1,0
809,960,1,35,5,4,7,12,1,0,0,17,1,0,0,0
809,961,1,35,5,4,6,12,1,0,0,16,1,0,0,0
809,1125,0,35,5,11,10,918,110,264,11,918,110,264,11,0
809,1132,0,35,5,8,8,123,16,176,5,123,16,176,5,0
809,1134,0,35,5,5,5,159,22,208,4,159,22,208,4,0
809,1226,0,35,5,27,27,588,93,0,0,588,93,0,0,0
809,1227,1,35,5,11,26,55,7,0,0,71,7,0,0,0
809,1267,0,35,5,5,5,465,67,148,12,465,67,148,12,0
809,1268,0,35,5,5,5,481,65,188,8,481,65,188,8,0
809,1269,0,35,5,5,5,467,67,205,14,467,67,205,14,0
809,1270,0,35,5,6,6,426,53,204,20,426,53,204,20,0
809,1271,0,35,5,6,6,465,62,209,12,465,62,209,12,0
809,1342,0,35,5,2,2,381,62,0,0,381,62,0,0,0
809,1349,0,35,5,3,3,784,124,43,1,784,124,43,1,0
809,1354,0,35,5,4,4,367,54,90,4,367,54,90,4,0
809,1365,0,35,5,10,10,157,36,0,0,157,36,0,0,0
809,1377,0,35,5,3,3,499,92,39,2,499,92,39,2,0
809,1406,0,35,5,2,2,83,12,0,0,83,12,0,0,0
809,1438,1,35,5,2,30,23,3,0,0,52,3,0,0,0
809,1468,1,35,5,2,26,13,1,0,0,38,1,0,0,0
809,1530,1,35,5,2,22,13,1,0,0,34,1,0,0,0
809,1547,0,35,5,2,2,195,27,168,4,195,27,168,4,0
809,1569,0,35,5,44,43,2161,344,668,21,2161,344,668,21,0
809,1570,0,35,5,29,28,1452,228,737,21,1452,228,737,21,0
809,1572,0,35,5,5,5,63,9,57,1,63,9,57,1,0
809,1574,0,35,5,6,6,168,29,233,6,168,29,233,6,0
809,1595,1,35,5,2,15,11,1,0,0,25,1,0,0,0
809,1657,0,35,5,2,2,227,26,0,0,227,26,0,0,0
809,1726,0,35,5,10,10,187,41,0,0,187,41,0,0,0
809,1740,0,35,5,7,7,2610,399,86,2,2610,399,86,2,0
809,1806,0,35,5,5,5,77,9,100,3,77,9,100,3,0
809,1807,0,35,5,5,5,168,29,233,6,168,29,233,6,0
809,1808,0,35,5,8,8,3535,444,1616,44,3535,444,1616,44,0
809,1809,0,35,5,4,4,468,61,304,11,468,61,304,11,0
809,1810,0,35,5,9,8,1104,125,748,21,1104,125,748,21,0
809,1811,0,35,5,32,32,2969,454,772,29,2970,454,772,29,0
809,1816,0,35,5,13,12,1261,152,507,20,1261,152,507,20,0
809,1835,1,35,5,6,11,37,5,0,0,44,5,0,0,0
809,1858,1,35,5,2,10,13,1,0,0,22,1,0,0,0
809,1876,1,35,5,2,10,13,1,0,0,22,1,0,0,0
809,1879,1,35,5,2,15,11,1,0,0,25,1,0,0,0
809,1930,0,35,5,2,2,236,30,71,3,236,30,71,3,0
809,1931,0,35,5,2,2,192,24,167,4,192,24,167,4,0
809,1932,0,35,5,5,5,721,86,247,9,721,86,247,9,0
809,1933,0,35,5,16,14,117,16,171,5,117,16,171,5,0
809,1934,0,35,5,5,5,217,29,282,6,217,29,282,6,0
809,1955,1,35,5,2,10,13,1,0,0,22,1,0,0,0
809,1958,1,35,5,2,15,11,1,0,0,25,1,0,0,0
810,1040,0,46,4,16,3,218,28,37,1,210,26,37,1,0
810,1043,0,46,4,14,1,250,31,37,1,242,29,37,1,0
810,1374,0,46,4,4,4,141,14,0,0,141,14,0,0,0
811,1335,0,42,4,0,378,0,0,0,0,264,35,50,2,-2
811,1440,1,42,4,0,151,0,0,0,0,123,4,0,0,0
812,1338,0,63,9,10,11,76,8,0,0,76,8,0,0,0
812,1349,0,63,9,18,19,868,145,46,1,868,145,46,1,0
813,26,0,43,3,3,2,81,10,0,0,80,9,0,0,0
813,274,1,43,3,23,9,222,14,24,2,210,13,24,2,0
814,14,0,21,1,20,16,209,20,78,3,202,18,85,2,1
814,17,0,21,1,2,2,231,28,21,1,231,30,21,1,0
814,477,0,21,1,0,4,432,52,25,1,434,52,25,1,0
814,479,0,21,1,16,2,508,89,42,2,494,85,42,2,0
814,643,0,21,1,4,1,1953,314,117,8,1950,313,117,8,0
814,723,0,21,1,12,3,1075,159,130,6,1067,156,130,6,0
814,910,0,21,1,7,1,8546,1120,434,19,8540,1117,434,19,0
815,2059,0,53,2,0,75,0,0,0,0,16,0,0,0,0
815,2060,0,53,2,72,0,16,0,0,0,0,0,0,0,0
815,2061,0,53,2,145,0,70,1,0,0,0,0,0,0,0
815,2062,0,53,2,0,455,0,0,0,0,350,56,47,1,-1
815,2063,0,53,2,470,0,357,60,47,1,0,0,0,0,1
815,2064,0,53,2,8,4,98,8,0,0,96,8,0,0,0
815,2065,0,53,2,5,4,108,9,0,0,107,9,0,0,0
815,2067,1,53,2,0,217,0,0,0,0,177,10,0,0,0
815,2068,1,53,2,229,0,189,10,0,0,0,0,0,0,0
816,1615,0,59,2,12,5,336,37,0,0,329,36,0,0,0
817,248,1,20,1,33,0,119,5,30,2,93,4,0,0,2
817,258,1,20,1,55,15,118,3,22,2,83,2,0,0,2
818,823,0,57,6,78,0,485,0,0,0,428,0,0,0,0
818,910,0,57,6,101,82,9177,1199,584,25,9105,1189,584,25,0
819,42,0,25,2,4,5,354,36,0,0,355,36,0,0,0
819,288,1,25,2,4,4,268,7,49,3,268,7,49,3,0
